Name,Active?,Cohort,Created,Date,Description,Integrations,Prize,Submission Type,Tags
Sentiment ,,UHI7,"December 12, 2025 6:41 AM",,The Sentiment-Responsive Fee Hook is a Uniswap v4 hook that implements dynamic fee adjustment based on market sentiment indicators,,,Hook Incubator (UHI),"Custom hooks, DEX, Dynamic Fee, Oracle, Order Type"
spectraQ,,UHI7,"December 12, 2025 6:44 AM",,"SPECTRAQ is a hedging engine that enables users to trade or hedge open positions in traditional markets through prediction markets, utilizing EigenLayer AVS and Uniswap V4 Hooks to dynamically adjust fees based on real-time volatility. This architecture protects liquidity providers while offering a precise, capital-efficient mechanism for cross-market risk management.",EigenLayer,,Hook Incubator (UHI),"Custom hooks, Dynamic Fee, LP Fees, Machine Learning, Oracle"
TradeFlow,,UHI7,"December 12, 2025 6:47 AM",,"We built a full-stack, MLETR-aligned trade-finance platform that tokenizes trade receivables and lets exporters access liquidity through a Uniswap v4 hook-enabled pool with programmable, risk-based fees and automated controls.",,,Hook Incubator (UHI),"Compliance, LP Liquidity, Stablecoins, Trading Volume Rewards"
Hollow,,UHI7,"December 12, 2025 6:54 AM",,Private Perpetuals Protocol based on Uniswap V4 Hook,Fhenix,,Hook Incubator (UHI),"Dark Pools, Derivatives, LP Liquidity"
DebtSync Sentinel,,UHI7,"December 12, 2025 6:57 AM",,Debt covenant enforcement,"EigenLayer, Fhenix",,Hook Incubator (UHI),"Compliance, Dynamic Fee, ETH Staking, LVR, Private Debt, RWA, Regulation, Reputation, Trading Rewards"
AetherPool,,UHI7,"December 12, 2025 6:58 AM",,AetherPool enables multiple liquidity providers to coordinate Just-In-Time (JIT) liquidity operations while maintaining complete strategy privacy through Fully Homomorphic Encryption (FHE).,Fhenix,,Hook Incubator (UHI),"DEX, Dynamic Fee, LP Fees, RWA, Security, Trading Volume Rewards, zk-SNARK"
USDC Fees,,UHI7,"December 12, 2025 7:07 AM",,"A Uniswap v4 hook that enables fixed-price swaps denominated in USDC ($2.99 on Mainnet, $0.99 on L2), abstracting away gas cost volatility for institutional and retail users. Users accumulate credits during low-gas periods and draw down during high-gas periods, effectively hedging their own gas cost exposure over time through an individual savings/borrowing mechanism.",,Uniswap Prize,Hook Incubator (UHI),"Custom hooks, Price Discovery, Stablecoins, Trading Rewards, Unichain"
CooK,,UHI7,"December 12, 2025 7:15 AM",,"CooK is a Uniswap v4 hook that lets users pay in any token while merchants receive stable USD. No swapping, no gas logic, no crypto knowledge required.",Fhenix,,Hook Incubator (UHI),"CoW, Cross-Chain, Custom Routers, Inter-Connected Pools, NoOp, RWA, Stablecoins, Unichain"
eswap,,UHI7,"December 12, 2025 7:17 AM",,End to end encrypted swaps with hook owned FHE wrapped liquidity and FHE wrapped swaps,Fhenix,,Hook Incubator (UHI),"DEX, MEV"
AetherPool,,UHI7,"December 12, 2025 7:24 AM",,"AetherPool enables multiple liquidity providers to coordinate Just-In-Time liquidity operations on Uniswap v4 while keeping their trading strategies completely private through Fully Homomorphic Encryption (FHE). It features automated risk management, dynamic fee pricing based on gas conditions, and multi-LP coordination that allows several providers to participate proportionally in a single JIT operation.",Fhenix,,Hook Incubator (UHI),"Compliance, Constant Product Market Maker (CPMM), Custom Routers, Custom hooks, DEX, Dynamic Fee, LP Fees, LP Liquidity, MEV, RWA, Security, Stablecoins, Trading Rewards, zk-SNARK"
Senja,,UHI7,"December 12, 2025 7:24 AM",,"Senja is a permissionless cross-chain lending protocol that uses Uniswap v4 hooks for native collateral swaps and EigenLayer’s EigenZero DVN to secure LayerZero messaging. It lets users supply on any chain, borrow on any chain, and repay with any token in a single atomic transaction.",EigenLayer,,Hook Incubator (UHI),"Cross-Chain, MEV"
RecorrHook,,UHI7,"December 12, 2025 7:31 AM",,"RecorrHook turns stablecoin corridor pools into an intent-based system where opposing flows can be netted in batches before touching the AMM, while dynamic fees react to imbalance to protect LPs",,,Hook Incubator (UHI),"CoW, Custom Routers, Dynamic Fee, MEV, Stablecoins"
Arb Hook,,UHI7,"December 12, 2025 7:31 AM",,"An onchain v4 hook that executes arbitrage during swaps, without off chain bots, latency, and mempool competition. Arbitrage size is discovered iteratively to avoid the complexity and cost of exact concentrated liquidity simulation.",,Uniswap Prize,Hook Incubator (UHI),"MEV, arbitrage"
 ZK-Verified AI Market-Regime Oracle for Uniswap v4,,UHI7,"December 12, 2025 7:37 AM",,"An EigenLayer-backed AI oracle classifies live market regimes (trending, volatile, mean-reverting, liquidity vacuum, high-manipulation) and feeds verifiable signals into a Uniswap v4 Hook that dynamically adjusts swap fees, tick bands, and anti-MEV controls to protect LPs and improve execution quality.",EigenLayer,,Hook Incubator (UHI),"AI, DeFi Security, Dynamic Fees, Dynamic Tick Adjustment, EigenLayer, Liquidity Management, MEV, MEV Mitigation, Machine Learning, Mempool monitoring, Off-chain Oracle, Oracle, Uniswap v4, ZKML (optional), zk-SNARK"
HooLotto,,UHI7,"December 12, 2025 7:40 AM",,"HooLotto gamifies DeFi participation with lottery multipliers that level the playing field, hybrid rewards that give LPs passive income, and engagement drivers like jackpots and NFT boosts",,,Hook Incubator (UHI),"Basic Interest Rate, Custom hooks, DEX, LP Fees, Trading Rewards, Trading Volume Rewards"
CooK,,UHI7,"December 12, 2025 7:50 AM",,CooK is a Uniswap v4 hook that lets users pay in any token while merchants receive stable USD. No DEX/CEX hopping or gas logic required.,Fhenix,,Hook Incubator (UHI),"CoW, Cross-Chain, Custom Routers, Dynamic Fee, Inter-Connected Pools, Meme, NoOp, RWA, Stablecoins, Unichain"
Re:ACT Cycle Engine,,UHI7,"December 12, 2025 7:57 AM",,A Reactive Swap-Driven Liquidity Mechanism Using Uniswap v4 Hooks,,,Hook Incubator (UHI),"Constant Product Market Maker (CPMM), Custom hooks, LP Liquidity, Liquidity-Driven Token Distribution, Order Type"
"Real Time, Actively Validated Behavioral Risk Gates for V4 RWA Pools ",,UHI7,"December 12, 2025 7:58 AM",,"Real Time, Actively Validated Behavioral Risk Gates for V4 RWA Pools ",EigenLayer,,Hook Incubator (UHI),"KYC, Oracle, RWA, Reputation, Stablecoins, Tokenized Stocks"
orbital-v2,,UHI7,"December 12, 2025 8:49 AM",,AMM for stable asset pool,,,Hook Incubator (UHI),Constant Sum Market Maker (CSMM)
Confidential MEV-Protected TWAMM Hook,,UHI7,"December 12, 2025 9:03 AM",,a privacy-preserving Time-Weighted Average Market Maker (TWAMM) implementation built on Uniswap v4 using Fully Homomorphic Encryption (FHE). This project enables users to submit encrypted trading orders that execute over time while keeping all order parameters confidential end-to-end.,Fhenix,,Hook Incubator (UHI),MEV
AutoRange TriPillar Hook,Active,UHI7,"December 12, 2025 9:16 PM","December 11, 2025 → December 11, 2025",Optimize concentrated liquidity provided placement as market conditions evolve.,,,Hook Incubator (UHI),"Custom hooks, Dynamic Tick Adjustment, LP Fees, LP Liquidity"
VolSwap,,UHI8,"March 8, 2026 2:35 PM",,"VolSwap is a Uniswap v4 hook that dynamically adjusts swap fees based on real-time market volatility using Chainlink data feeds. It uses Reactive Network to automatically update fee tiers on-chain without manual keepers, ensuring efficient and transparent trading.",Reactive Network,,Hook Incubator (UHI),"Custom hooks, DEX"
"JIT Liquidity & Issuance Hook — Launch-Phase Price Discovery & Slippage Reduction for New Assets (Deterministic, No Keepers)",,UHI8,"March 8, 2026 10:42 PM",,"JIT Liquidity Hooks is a launch-phase primitive for Uniswap v4 that activates deterministic JIT liquidity at swap time and enforces anti-sniping guardrails during discovery, then transitions pools to steady state. It uses a block-based phase machine (PreLaunch → LaunchDiscovery → SteadyState), bounded vault inventory, and optional capped issuance—all without keepers or bots.","Reactive Network, Unichain",,Hook Incubator (UHI),"CFMM, DEX, Liquidity Mining, Unichain"
UniBrain — Autonomous AI Strategy Hook,,UHI8,"March 8, 2026 11:01 PM",,"UniBrain is a Uniswap v4 hook that turns pool telemetry into deterministic, authenticated, on-chain LP strategy updates using Reactive Network—no keepers or bot operators.","Reactive Network, Unichain",Reactive Network Prize,Hook Incubator (UHI),"Machine Learning, Unichain"
Satisfy,,UHI8,"March 9, 2026 10:41 AM",,Satisfy is a credential‑aware policy layer for Uniswap v4 that evaluates zk and attestation proofs in the hook path and only allows swaps or liquidity when on‑chain policy is satisfied.,"Reactive Network, Unichain",Unichain Prize,Hook Incubator (UHI),"Auctions, Compliance, Cross-Chain, KYC, Other, Proof Of Humanity, Regulation, Reputation, Security, Unichain"
PerpHinge,,UHI8,"March 11, 2026 11:59 PM",,"PerpHinge is a perpetual futures DEX built entirely as a Uniswap v4 Hook on Unichain, enabling leveraged ETH/USD trading (1-10x) with Pyth oracle pricing, TWAP mark price discovery from Unichain's 200ms Flashblocks, hourly funding rates, and automated cross-chain liquidations via Reactive Network.","Reactive Network, Unichain",Reactive Network Prize,Hook Incubator (UHI),"Cross-Chain, DEX, LP Fees, Order Type, Trading Rewards, Trading Volume Rewards"
SwapPilot,,UHI8,"March 13, 2026 11:38 AM",,"SwapPilot is a Uniswap v4 Hook that intercepts large swaps, queues them via the NoOp pattern, and executes at the AI-predicted optimal moment, minimizing slippage, price impact, and MEV exposure. A Reactive Network RSC monitors cross-chain conditions and triggers autonomous execution when the AI score reaches ≥ 70","Reactive Network, Unichain",Reactive Network Prize,Hook Incubator (UHI),"Cross-Chain, Custom hooks, DEX, MEV, NoOp, Unichain"
BoostLP — Leveraged LP Positions via Uniswap v4 Hooks,,UHI8,"March 13, 2026 10:21 PM",,BoostLP is a Uniswap v4 hook that lets LPs borrow against their concentrated liquidity positions and reinvest into the same pool for leveraged yield. It uses Reactive Network for automated cross-chain health monitoring and emergency deleveraging when positions become undercollateralized.,"Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Inter-Connected Pools, LP Fees, LP Liquidity, Stablecoins, Unichain"
LaunchShield,,UHI8,"March 15, 2026 10:23 PM",,"LaunchShield is a Uniswap v4 hook that automatically injects concentrated JIT (Just-In-Time) liquidity on every swap during the critical early phase of a token launch, protecting swappers from excessive slippage. The hook uses a three-phase graduation system that progressively widens liquidity ranges as the pool matures, eventually transitioning to standard AMM behavior.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, MEV, Other, Unichain"
MEGA QUANT,,UHI8,"March 16, 2026 6:21 AM",,"MEGA QUANT is a cross-platform quantitative trading desktop app that leverages custom Uniswap V4 hooks to enable on-chain      limit orders, stop-loss orders, bracket (OCO) orders, and EWMA-based dynamic fee adjustment — all executing atomically without keepers. It provides a sandboxed JavaScript strategy engine with a unified API spanning Uniswap V4, V3, 1inch, Aave   V3, and Binance, alongside 5-source price aggregation and unified PnL tracking across spot, perps, options, and lending.",Unichain,General Prize,Hook Incubator (UHI),"CFMM, Custom Routers, Custom hooks, Dynamic Fee, Order Type"
reToken,,UHI8,"March 16, 2026 2:56 PM",,reToken is a synthetic token minted every time a user swaps on a specific pool.,Unichain,,Hook Incubator (UHI),"DEX, Meme, Trading Rewards, Unichain"
SentinelPeg,,UHI8,"March 17, 2026 8:50 AM",,"SentinelPeg is a Uniswap v4 hook that dynamically adjusts swap fees based on real-time cross-chain depeg severity, powered by Reactive Network. It protects stablecoin LPs through graduated fee escalation, swap volume tracking, and LP withdrawal blocking during critical depeg events.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Custom hooks, Dynamic Fee, LP Fees, LP Liquidity, Oracle, Security, Stablecoins, Unichain"
Unichain perps Hook,,UHI8,"March 17, 2026 9:50 AM",,"A perpetual futures hook protocol on Unichain built on Uniswap v4 that enables deterministic on-chain funding, margin checks, and liquidations. It gives active traders and LPs a native hedging flow (especially short hedges) tied directly to v4 pool state.",Unichain,,Hook Incubator (UHI),"Funding Rate, LP Hedging, Liquidation Engine, Margin Management, On-chain Risk Engine, Perpetual Futures, Specialized Markets, Unichain, Uniswap v4 Hook"
Smart Borrow and Leveraged Liquidity Hook,,UHI8,"March 17, 2026 10:37 AM",,"A deterministic Uniswap v4 hook + lending vault protocol on Unichain that lets users borrow against LP-aligned collateral and atomically reinvest borrowed capital into the same pool. The system enforces dynamic LTV, utilization-based rates, and permissionless liquidation without keepers or off-chain automation.",Unichain,,Hook Incubator (UHI),"Borrow-Against-LP, Capital Efficiency, Deterministic On-Chain Leverage, Dynamic LTV, Flash Leverage (bounded), Leveraged Liquidity, Non-Fungible LP Positions, O(1) Debt Accounting, Permissionless Liquidation, Risk Engine, Specialized Markets, Uniswap v4 Hook"
NoVC,,UHI8,"March 17, 2026 12:39 PM",,Onchain auctions for startup funding,Unichain,,Hook Incubator (UHI),"Auctions, ICO, LP Liquidity, Pool Native Incentivization, Stablecoins, Unichain, Yield Farming"
FoodySwap,,UHI8,"March 17, 2026 11:40 PM",,"FoodySwap is a Uniswap v4 Hook that turns AI payment intent into enforceable real-world commerce. It enforces merchant rules, dynamic pricing, settlement, and on-chain loyalty directly in the swap lifecycle.",Unichain,Uniswap Prize,Hook Incubator (UHI),"Custom hooks, Dynamic Fee, Machine Learning, Trading Rewards, Unichain"
